NO,E KODU,ADI,SINIFI,FONKSİYONU,SAĞLIĞA ETKİSİ,DİKKAT
294,E571,Amonyum stearat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
295,E572,Magnezyum stearat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
296,E573,Alüminyum stearat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
297,E574,Glukonik asit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Metal bağlayıcı,,
298,E575,Glukono-delta-lakton,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Metal bağlayıcı,,
299,E576,Sodyum glukonat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Metal bağlayıcı,,
300,E577,Potasyum glukonat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Metal bağlayıcı,,
301,E578,Kalsiyum glukonat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Sertleştirici ajan, metal bağlayıcı",,
302,E579,Ferroglukonat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Renklendirici ve besleyici,,
303,E585,Ferrolaktat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Besleyici,,
304,E586,4-Heksilresorsinol,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Sentetik antioksidan,,
305,E620,Glutamik asit,Aroma artırıcılar,Lezzet zenginleştirici,"Beyin hasarına neden olabileceği görülmüştür. Yetişkinlerde ""Çin Restoranı Sendromu""na neden olabilir. Laboratuvar ortamında sinir hücresi diferansiasyonunu inhibe ettiği görülmüştür.",
306,E621,Mono sodyum glutamat (MSG),Aroma artırıcılar,Lezzet zenginleştirici,"İştah artışı, epilepsi gibi ciddi nörolojik hastalıklara, migren ve astım gibi çeşitli rahatsızlıklara karşı hassas olan bireylerde istenmeyen etkilerin olabileceği görülmüştür. Bazı insanlarda göğüs ağrısı, baş ağrısı, yüz bölgesinde kızarıklık, nefes almada zorluk, ödem, terleme gibi olumsuz etkilere sebep olabileceği yetkililer tarafından bildirilmiştir. Polifaji sebebiyle ilerleyen zamanlarda monosodyum glutamat içeren yiyecekleri tercih edenlerde obezite, diyabet, Parkinson ve Alzheimer gibi bazı hastalıkların ortaya çıkma olasılığının yükseldiği görülmüştür. Nöronların sinapslar arası boşluklarında birikerek nörositotoksik etkilere sebep olduğu belirlenmiştir. Nörolojik sistem, adipoz doku, KC ve ürogenital sistemi olumsuz yönde etkileyen monosodyum glutamat içeren gıdalarla beslenen deneklerin kısa sürede acıktığı görülmüştür. İnsanlara oral yol ile MSG verildiğinde insülin değerlerinde artış gözlenmiştir. Monosodyum hipotalamus beyin lezyonlarına intraselüler şişmeye, nekroza ve birçoğu iç retinada olmak üzere sinir hücresi kaybına, öğrenme ve bellek sisteminde bozukluklara sebep olmuştur. Sıçanlarda Monosodyum glutamatın düşük düzeydeki dozları ile epilepsi ataklarının tetiklendiği, oluşan atakların ve mortalitenin deney hayvanlarının yaşları ile doğru orantılı olarak arttığı da çalışmalara eklenmiştir. MSG verilen farelerin kan glikoz, insülin, toplam kolesterol ve trigliserit düzeylerinin yükseldiğini, bulguların bazılarına net bir şekilde obezitenin eşlik ettiğini, bazılarına ise olağandan fazla yeme durumu görülmeksizin sadece yüksek oranda obez tip 2 DM görüldüğünü ileri sürmüşlerdir. Aynı zamanda karaciğer hücrelerinde yapılan bir çalışmada da nekroz ve apoptoz gibi farklı hücresel değişikliklerle kan damarlarında tıkanıklık ve dilatasyon gibi hepatik mimaride ciddi bir tam kayıp oluştuğu kayıtlara geçmiştir . Alerjik astım, baş ağrısı, çarpıntı, deney hayvanlarında beyin lezyonu, ürtiker ve anjiyo ödem, rinit, ruhsal bozukluklar ve konvülziyonlarla da ilişkili olabileceği bildirilmiştir.  ""Çin Restoranı Sendromu""na neden olabilir. Çocuk ve yetişkinlerde migren ataklarını tetikler.",
307,E622,Mono potasyum glutamat,Aroma artırıcılar,Lezzet zenginleştirici,,
308,E623,Kalsiyum glutamat,Aroma artırıcılar,Lezzet zenginleştirici,,
309,E624,Amonyum glutamat,Aroma artırıcılar,Lezzet zenginleştirici,,
310,E625,Magnezyum glutamat,Aroma artırıcılar,Lezzet zenginleştirici,,
311,E626,Guanilik asit,Aroma artırıcılar,Lezzet zenginleştirici,,
312,E627,Sodyum guanilat,Aroma artırıcılar,Lezzet zenginleştirici,Gutu şiddetlendirir. Düşük purinli gıdalarda kullanılmamalıdır.,
313,E628,Di-potasyum guanilat,Aroma artırıcılar,Lezzet zenginleştirici,,
314,E629,Kalsiyum guanilat,Aroma artırıcılar,Lezzet zenginleştirici,,
315,E630,İnosinik asit,Aroma artırıcılar,Lezzet zenginleştirici,,
316,E631,Sodyum inosinat,Aroma artırıcılar,Lezzet zenginleştirici,Gutu şiddetlendirir. Düşük purinli gıdalarda kullanılmamalıdır.,
317,E632,Di-potasyum inosinat,Aroma artırıcılar,Lezzet zenginleştirici,,
318,E633,Kalsiyum inosinat,Aroma artırıcılar,Lezzet zenginleştirici,,
319,E634,Kalsiyum ribonükleotidler,Aroma artırıcılar,Lezzet zenginleştirici,,
320,E635,Di-sodyum ribonükleotidler,Aroma artırıcılar,Lezzet zenginleştirici,,
321,E636,Maltol,Aroma artırıcılar,Lezzet zenginleştirici,,
322,E637,Etilmaltol,Aroma artırıcılar,Lezzet zenginleştirici,,
323,E640,Glisin ve sodyum glisinat,Aroma artırıcılar,Besleyici,,
324,E641,L-lösin,Aroma artırıcılar,Lezzet zenginleştirici,,
325,E650,Çinko asetat,Aroma artırıcılar,Lezzet zenginleştirici,,
326,E710,Spiramisinler,Antibiyotikler,Antibiyotik,,
327,E713,Tilosin,Antibiyotikler,Antibiyotik,,
328,E900,Dimetil-polisiloksan,"Tatlandırıcılar, gazlar, parlatıcılar",Köpürmeyi önleyici ajan,,
329,E901,Bal mumu,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
330,E902,Kandilla mumu,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
331,E903,Kanauba mumu,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
332,E904,"Lak, Şellak","Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
333,E905,Mikrokristalin mum,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
334,E906,Benzoik zamkı,"Tatlandırıcılar, gazlar, parlatıcılar","Lezzet, kaplama",,
335,E907,Hidrojenize poli-1-deken,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
336,E908,Pirinç kepeği mumu,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
337,E912,Montan asit esterleri(çıkarıldı),"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırama ajanı",,
338,E913,Lanolin,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
339,E914,Oksitlenmiş polietilen mum,"Tatlandırıcılar, gazlar, parlatıcılar","Kaplama, sırlama ajanı",,
340,E915,Kolofan esterleri,"Tatlandırıcılar, gazlar, parlatıcılar","Stabilizör, kaplama",,
341,E920,L-Sistein,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
342,E921,L-Sistin,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
343,E922,Potasyum persülfat,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
344,E923,Amonyum persülfat,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
345,E924,Potasyum bromatları (geçersiz numara),"Tatlandırıcılar, gazlar, parlatıcılar",Un ağartıcı ajan,,
346,E925,Klor,"Tatlandırıcılar, gazlar, parlatıcılar",Un ağartıcı ajan,,
347,E926,Klordioksit,"Tatlandırıcılar, gazlar, parlatıcılar",Ağartıcı ajan ve koruyucu,,
348,E927a,Azodikarbonamit,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
349,E927b,Üre,"Tatlandırıcılar, gazlar, parlatıcılar",Tampon,,
350,E928,Benzoilperoksit,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
351,E930,Kalsiyumperoksit,"Tatlandırıcılar, gazlar, parlatıcılar",Hamur kuvvetlendiricisi,,
352,E938,Argon,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
353,E939,Helyum,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
354,E940,Diklorodiflormetan,"Tatlandırıcılar, gazlar, parlatıcılar","İtici gaz, antifriz",,
355,E941,Azot,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
356,E942,Azot oksit,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
357,E943,"Bütan, izobütan","Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
358,E944,Propan,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
359,E948,Oksijen,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
360,E949,Hidrojen,"Tatlandırıcılar, gazlar, parlatıcılar",İtici gaz,,
361,E950,Asesülfam K,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Normal şekerden 200 defa daha tatlıdır. Laboratuvar ortamında bu maddelerin kansere sebep oldukları ve bu katkı maddesinin güvenirliğinin bulunmadığı belirtilmiştir. Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
362,E951,Aspartam,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Gastrit, ağırlık artışı, hemoglobinde azalma, adrenal bez ağırlığında azalma, Hb ve Hct düşme, çocuk ve yetişkinlerde migren ataklarını tetikler.Laboratuvar ortamında beyinde fenilalanin düzeylerini iki kat arttırdığı görülmüştür. Aspartam ile diğer karbonhidratlar beraber tüketildiğinde bu etki iki katına çıkmaktadır. Bu kombinasyon, beyin tirozininde yükselme ve sonuçta beyin triptofan miktarında önemli derecede bir düşmeye yol açar. Düşük triptofan düzeylerinin saldırgan davranışlarla doğrudan ilgisinin olduğu bilinmektedir. Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. Laboratuvar ortamında aspartam ve kinolin sarısının birlikte olduğu durumda immatür sinir dokusunda hasarlanmaya neden olduğu görülmüştür.",Fenilalanin içerir (Fenolketonüri)
363,E952,Siklamatlar,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
364,E953,Izomalt,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
365,E954,Sakkarinler,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Kanserle ilişkisi olduğunu gösteren çok sayıda araştırma yapılmıştır. 1977 yılında FDA tarafından kullanımı yasaklanan sakarinin halen kanserojen olma olasılığı düşünülmektedir. Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
366,E955,Sukraloz,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
367,E957,Taumatin,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
368,E959,Neohesperidin DC,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
369,E960,Steviol glikozitler,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
370,E961,Neotam,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
371,E962,Aspartam-asesülfam tuzu,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
372,E964,Poliglisitol şurup,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
373,E965,Maltitol,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
374,E966,Laktitol,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
375,E967,ksilitol,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
376,E968,Eritritol,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
377,E969,Advantam,"Tatlandırıcılar, gazlar, parlatıcılar",Tatlandırıcı,"Tatlandırıcıların insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. ",
378,E999,Kuillaya ekstrakt,"Tatlandırıcılar, gazlar, parlatıcılar",Köpükledirici ajan,,
379,E1000,Cholic asit,Diğer,Emülgatör,,
380,E1103,İnvertaz,Diğer,"Kıvam arttırıcı, stabilizör",,
381,E1105,Lisozim,Diğer,Koruyucu,,
382,E1200,Polidekstroz,Diğer,Kıvam arttırıcı,,
383,E1201,Polivinilpirolidon,Diğer,"Kıvam arttırıcı, stabilizör",,
384,E1202,Polivinilpolipirolidon,Diğer,Berraklaştırma ajanı,,
385,E1203,Polivinil alkol (PVA),Diğer,"Kaplama, sırlama ajanı",,
386,E1204,Pullulan,Diğer,"Kaplama, sırlama ajanı",,
387,E1205,Temel metakrilat kopolimeri,Diğer,"Kaplama, sırlama ajanı",,
388,E1206,Nötr metakrilat kopolimeri,Diğer,"Kaplama, sırlama ajanı",,
389,E1207,Anyonik metakrilat kopolimeri,Diğer,"Kaplama, sırlama ajanı",,
390,E1208,Polivinilpirolidon-vinil asetat kopolimeri,Diğer,"Kaplama, sırlama ajanı",,
391,E1209, Polivinil alkol-polietilen glikol-aşılı-kopolimer,Diğer,"Kaplama, sırlama ajanı",,
392,E1400,Dekstrin,Modifiye Nişasta,Kıvam arttırıcı,,
393,E1401,Asitle muamele edilmiş nişasta,Modifiye Nişasta,Kıvam arttırıcı,,
